﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:28Sc21lrWcZD9Ov4rRkPJq","Gettin' You Home","Chris Young","The Man I Want To Be","1","4","212133","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6mqdunuFFSODHKcpDTFvAj","You Belong With Me","Taylor Swift","Fearless","1","6","230506","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4A6IgELhUNZIJ38kMUB4pC","She's Country","Jason Aldean","Wide Open","1","6","220573","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3XKbdb9GB6u3hsnUklQTav","Then","Brad Paisley","American Saturday Night","1","4","321640","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:54007AqKIiRCG69C3ySu0b","Cowgirls Don't Cry - Featuring Reba McEntire","Brooks & Dunn","#1s ... and then some","2","4","214853","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4bWl88XEMua3Tab2RkvOBA","It's America","Rodney Atkins","It's America","1","8","212453","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:29DJNMlGoAsUV4VZ8P31dt","God Love Her","Toby Keith","That Don't Make Me A Bad Guy (Standard Version)","1","3","216626","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1ddEJFVOCOjNqh19FTQAsX","Only You Can Love Me This Way","Keith Urban","Defying Gravity","1","7","247680","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7CCWkZOd4KcdY3lDEWUmKo","Summer Nights","Rascal Flatts","Unstoppable","1","8","242026","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4lh3ZMdQlWOhAX1wy3uQa7","Living For The Night","George Strait","Twang","1","5","221564","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2ksynvG0V7YW1fhowAw8Ha","American Ride","Toby Keith","American Ride (International Version)","1","1","165693","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4ZTVWCfZewoOYhhIEIrAlT","I'll Just Hold On","Blake Shelton","Startin' Fires (Std. Version)","1","4","239200","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2qfGMqnRjiE4opZ4cBT65F","Welcome to the Future","Brad Paisley","American Saturday Night","1","3","351453","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4DyKZmONpoggnn3piyjad2","Kiss a Girl","Keith Urban","Defying Gravity","1","1","226733","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1SoP2zC2ttcI2zjuRsQ5xx","Don't Think I Can't Love You","Jake Owen","Easy Does It","1","4","185106","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2OGA4hbUqiAhCQj1pxeNld","White Horse","Taylor Swift","Fearless","1","5","233560","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3ZK8icmaq8PMW686smPDVL","I Told You So","Carrie Underwood","Carnival Ride","1","10","257893","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5kjyiH6but1t2UDXq15aeS","Toes","Zac Brown Band","The Foundation","1","1","262773","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:32uQ4lxJdcHTixKSgIslF5","Down The Road - with Mac McAnally","Kenny Chesney with Mac McAnally, Kenny Chesney","Lucky Old Sun","1","5","180813","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0U7Q336Pth6J3mPy736fQq","Feel That Fire","Dierks Bentley","Feel That Fire","1","3","201506","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7A6GYQR62jXo5a7DlzVjKk","Out Last Night","Kenny Chesney","Greatest Hits II","1","1","199773","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1cO166JDDqCscNLzLNfEvK","It Happens","Sugarland","Love On The Inside","1","2","181760","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1Nhp0pCabDXUIkgOpAG5kH","Here Comes Goodbye","Rascal Flatts","Unstoppable","1","2","243786","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:20xK9pC1cCJKnjtJ37YNOQ","She Wouldn't Be Gone","Blake Shelton","Loaded: The Best Of Blake Shelton","1","11","215295","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3x5VSzCT9x9LB6uPomLZXs","Runaway","Love and Theft","World Wide Open","1","2","229760","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:27BMLvWD1TYdosiReVgbAt","Best Days of Your Life","Kellie Pickler","Kellie Pickler","1","7","226800","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4eVikDUCG2zumfejHQxGbe","Sounds Like Life To Me","Darryl Worley","Sounds Like Life","1","4","223040","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6HLciiLMPssno4lT4gbObT","Love Your Love the Most","Eric Church","Carolina","1","6","170386","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6HAsk04nz2TaEbK8lncN3w","One In Every Crowd","Montgomery Gentry","Back When I Knew It All","1","6","211106","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0VWKgVguZliP0y5Y922dez","Do I","Luke Bryan","Doin' My Thing","1","3","238236","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:local:Tim+McGraw:Let+It+Go:Nothin%27+To+Die+For:255","Nothin' To Die For","Tim McGraw","Let It Go","0","0","255000","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0Q45S96loRZtRPZYFaNqB0","Don't","Billy Currington","Little Bit Of Everything","1","4","236466","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3yrB7tHePKpCJgiiOiUhsH","I'm Alive","Kenny Chesney, Dave Matthews","Greatest Hits II","1","15","199000","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:41NSrKm33WLGX1xIJgU6Np","Cowboy Casanova","Carrie Underwood","Play On","1","1","236786","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:73TKZKaEM9od06MYr6dz3Y","Country Boy","Alan Jackson","34 Number Ones","1","37","246973","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:743UzZj0Yzh9IYJEzH2f5H","Barefoot And Crazy","Jack Ingram","Big Dreams & High Hopes","1","2","210493","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:11EX5yhxr9Ihl3IN1asrfK","Need You Now","Lady Antebellum","Need You Now","1","1","277573","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3yrSLMrJgdeeXGiDxynv05","Red Light","David Nail","I'm About To Come Alive","1","3","246333","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4PyKicaf5RL5tlidl6ZMO5","Bonfire","Craig Morgan","That's Why","1","2","179706","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0As5NstLxpNgAowtusWsnb","Wild At Heart","Gloriana","Gloriana","1","2","223573","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1iJ5VHTDgkrJObnvOvfBPm","Always The Love Songs","Eli Young Band","Jet Black and Jealous","1","2","221332","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2khvgXmNyQlPGaYghlJPYK","Strange","Reba McEntire","Keep On Loving You","1","1","180146","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0xDh88ay6PMRoPw6kVh9R1","Lost You Anyway","Toby Keith","That Don't Make Me A Bad Guy (Standard Version)","1","4","218266","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0GneFCOVzvi6ok0oRC7Kfu","Start a Band","Brad Paisley, Keith Urban","Play","1","3","324586","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2FJHCgDZ24gwcRLm5TFpzq","Ride","Martina McBride","Shine","1","8","232546","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:15bzUwwD1AXJ3F5oxzl1sY","Here","Rascal Flatts","Still Feels Good (International Version)","1","2","235280","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5ArqX3vioBScjU8FmxmtXx","Already Gone","Sugarland","Love On The Inside","1","7","275880","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2ktagyRc8FSLX4yB5tr3TU","Where I'm From","Jason Michael Carroll","Where I'm From","1","1","275973","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4dGJf1SER1T6ooX46vwzRB","Chicken Fried","Zac Brown Band","The Foundation","1","6","238146","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:07gxAwYjBbZdhmkxpMM0GP","Fifteen","Taylor Swift","Fearless","1","2","294306","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7CNd7rjfVt74TFlcOcnZgN","In Color","Jamey Johnson","That Lonesome Song","1","8","290680","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:68qJGt0E1gB4MaQOZcGGK5","Sissy's Song","Alan Jackson","Good Time","1","9","182973","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6HLciiLMPssno4lT4gbObT","Love Your Love the Most","Eric Church","Carolina","1","6","170386","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0XjXQDJpajDzCdpazp1562","Eight Second Ride","Jake Owen","Easy Does It","1","2","187320","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7D3XZFoMd9VyeHq4bNudwm","Let Me","Pat Green","Let Me","1","1","234306","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6nEcGnpDVVkUlCSeVSAUry","Shuttin' Detroit Down","John Rich","Son Of A Preacher Man","1","1","241640","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6rCfkZirsYGFDOwvlZ1quN","It's A Business Doing Pleasure With You","Tim McGraw","Southern Voice","1","5","188280","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5ibdbHuXR3JAZj9KXgakr9","All I Ask For Anymore","Trace Adkins","Definitive Greatest Hits","1","10","237213","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5DWmvAL8WPuncj8tSxFVNC","Last Call","Lee Ann Womack","Call Me Crazy","1","1","195466","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5WHjU4AtVwvUcEemV5ENmn","Marry for Money","Trace Adkins","Definitive Greatest Hits","1","5","183680","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4xvMOj9QANlmQ7If03em5Q","Honky Tonk Stomp - feat. Billy Gibbons","Brooks & Dunn, Billy Gibbons","#1s ... and then some","1","1","181226","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5NR4kWeHWiSGObe0dehpGD","Indian Summer","Brooks & Dunn","#1s ... and then some","2","1","262480","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5xr7QjRgTLWuWayxBksehp","How 'Bout You Don't","The Lost Trailers","Holler Back","1","2","161093","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2qm1XFEDRrtrmpFXZC6nLE","Joey","Sugarland","Love On The Inside","1","4","242120","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3DzXG6MunDGsEGn8Deyr4O","More Like Her","Miranda Lambert","Crazy Ex-Girlfriend","1","7","208866","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0Vx5HrgZHaXz03iu6eQP4g","I Just Call You Mine","Martina McBride","Shine","1","2","260386","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5e5Ho5mzdoplXZfFDVMzZx","I Will","Jimmy Wayne","Do You Believe Me Now (MP3)","1","2","235346","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5a9m5ZXheBijLlrMhLxXHo","That's A Man","Jack Ingram","Big Dreams & High Hopes","1","3","236413","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6TJCeWCToApOuIe0IRTJYo","Why","Rascal Flatts","Unstoppable","1","11","294973","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5DyUVknmHd9odUeO0JoLj1","15 Minutes","Rodney Atkins","It's America","1","6","160013","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3nExEFafPGzCsoiMcbnqlk","Everything Is Fine","Josh Turner","Everything Is Fine","1","1","214626","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0h3NhK4lkyQwQqAqNQJIIJ","Love Like Crazy","Lee Brice","Love Like Crazy","1","2","217293","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0JJ8JawfTAYXsjZzPl1ljC","Rain Is A Good Thing","Luke Bryan","Doin' My Thing","1","1","175171","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2p07VcUwRZ5sru3mJ0JogS","Why Don't We Just Dance","Josh Turner","Haywire","1","1","192800","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1s8DkdE3uOWrGU7vonKrbK","All Over Me","Josh Turner","Haywire","1","8","199493","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5zMRkxgFscsPItPsMy4ItS","The Man I Want to Be","Chris Young","The Man I Want To Be","1","9","207213","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7bNX2Fgb4MjPrYbkHaCNwV","Roll With It","Easton Corbin","Easton Corbin","1","1","207586","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4bT9arnOOeRLIn52sLjTIh","Gimmie That Girl","Joe Nichols","Greatest Hits","1","1","185333","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5cQIrML7iJEUsOCNsHqWlB","All About Tonight","Blake Shelton","All About Tonight","1","1","205613","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4sHOAALFZiNa4wukjPSBpq","Come Back Song","Darius Rucker","Charleston, SC 1966","1","2","235146","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0XkY1KxEFOg3PDZCAhhjMt","She Won't Be Lonely Long","Clay Walker","She Won't Be Lonely Long","1","1","209253","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:02eD9ymfJOJOhM97HYp5R9","The House That Built Me","Miranda Lambert","Revolution","1","10","236626","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4xInIiKipU1mtUogJ3ZdYr","American Honey","Lady Antebellum","Need You Now","1","3","224866","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1CKmI1IQjVEVB3F7VmJmM3","'Til Summer Comes Around","Keith Urban","Defying Gravity","1","4","331466","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7J06GPr8b6A0zRHTZhah6s","Highway 20 Ride","Zac Brown Band","The Foundation","1","9","229280","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4dVnu6n8XoLJLTqYMjw0OR","Keep On Lovin’ You","Steel Magnolia","Steel Magnolia","1","2","181866","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2oY0ZvqUQ7gAlpibNigfLZ","Crazy Town","Jason Aldean","Wide Open","1","4","183440","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4f1HSqifu9ocVE7wh3ug2u","Our Kind Of Love","Lady Antebellum","Need You Now","1","2","248733","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5z1T8M153gyxX6IKJemYX7","Water","Brad Paisley","American Saturday Night","1","5","261920","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7LrZ3SczM7zlUkVlhevPp2","A Little More Country Than That","Easton Corbin","Easton Corbin","1","2","172226","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5rmTFBL85HmVX1Ld3n7e5J","Farmer's Daughter","Rodney Atkins","It's America","1","12","207053","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0sAZEGLK6OU4VAWC9puWgh","I'm In","Keith Urban","Defying Gravity","1","10","273520","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5UzU0qw21okODBNUnxptVo","Lover, Lover","Jerrod Niemann","Judge Jerrod & The Hung Jury","1","3","193733","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0f73zOCdBx6ZPdiBjwN1AP","Little White Church","Little Big Town","The Reason Why","1","6","186240","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1J4HTEFSDx9DWyJVH5uv1b","History In The Making","Darius Rucker","Learn To Live","1","6","208886","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:48X36HonaPQWssOKksHep2","Temporary Home","Carrie Underwood","Play On","1","8","268560","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7KnMHRj5xqsOGLv8lGCPa6","That's How Country Boys Roll","Billy Currington","Little Bit Of Everything","1","9","224266","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4ZC8hXXqu2hPcDLw9QTdtQ","Smile","Uncle Kracker","Happy Hour","1","1","201626","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7rfW79GVCOEoXP4VsgrBVH","Pretty Good At Drinkin' Beer","Billy Currington","Enjoy Yourself","1","3","181893","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7mrxvbw9psnpDcQ8WkkFBZ","Undo It","Carrie Underwood","Play On","1","5","177253","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0JcKdUGNR7zI4jJDLyYXbi","Stuck Like Glue","Sugarland","The Incredible Machine","1","3","247586","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7dL2kSVsBelmkQHbkNkx1l","Hillbilly Bone (feat. Trace Adkins)","Blake Shelton, Trace Adkins","Hillbilly Bone","1","1","225280","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0NwdiZqOIoxVBdqng7Ik7p","The Truth","Jason Aldean","Wide Open","1","10","238413","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5jjoS9t9LgIsSGbVrtoKR7","Ain't Back Yet","Kenny Chesney","Greatest Hits II","1","17","239813","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7xJqaCgeteqWPogqjjxkBl","American Saturday Night","Brad Paisley","American Saturday Night","1","1","274200","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2Y48Q7HryWdPJZypJotjlJ","The Boys of Fall","Kenny Chesney","Hemingway's Whiskey","1","1","391853","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4bWlAEbGHhPKQNjhTstN2p","Free","Zac Brown Band","The Foundation","1","5","228653","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4u26EevCNXMhlvE1xFBJwX","If I Die Young","The Band Perry","The Band Perry","1","3","222773","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0dBW6ZsW8skfvoRfgeerBF","Mine","Taylor Swift","Speak Now","1","1","230706","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3Z2s3h4apCyZzRIVCS8bWL","Unstoppable","Rascal Flatts","Unstoppable","1","6","226750","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:33dshoBv2x5SyzGfHT0A8X","Gotta Get To You","George Strait","Twang","1","3","190124","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3mSAhPW73pyeKoquI7E8B3","Backwoods","Justin Moore","Justin Moore","1","3","155893","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0fNCLvSVUEK7NTwhu5vk5B","Consider Me Gone","Reba McEntire","Keep On Loving You","1","5","218053","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2AFyw3q73b3pD7i7QQy5l6","Southern Voice","Tim McGraw","Number One Hits","2","1","241320","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0V6Na986SNXm1CpreVF56E","I Wanna Make You Close Your Eyes","Dierks Bentley","Feel That Fire","1","4","239160","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:08NPIspzvBNj88lHalgA4V","White Liar","Miranda Lambert","Revolution","1","1","287760","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5qYiVdWxd84wRWGIQ9Hts6","As She's Walking Away (feat. Alan Jackson)","Zac Brown Band, Alan Jackson","You Get What You Give (Deluxe)","1","10","223826","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3uSeT5T2pOEx5fTdYFJasm","Why Wait","Rascal Flatts","Nothing Like This","1","1","224840","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:11EX5yhxr9Ihl3IN1asrfK","Need You Now","Lady Antebellum","Need You Now","1","1","277573","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3GfFnxBuDNay7D1srwrqZU","This Ain't Nothin'","Craig Morgan","That's Why","1","3","242226","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0zKsfGlBHj6mzZRhmACl8M","The Breath You Take","George Strait","Twang","1","9","215880","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2FGGvxPrVkpJ3lNZQfottL","Anything Like Me","Brad Paisley","American Saturday Night","1","8","253706","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0F9BbXn7zjDkM6SRJvkBOd","Wrong Baby Wrong Baby Wrong","Martina McBride","Shine","1","1","221666","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7rBE7nYTdjrBDIttjzKApm","I Keep On Lovin' You","Reba McEntire","Keep On Loving You","1","3","193893","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5XcMzuskwO305UC7RBm9Zu","Hell On The Heart","Eric Church","Carolina","1","11","164733","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:61v7awvaSeBXJHBKMjw59I","Fearless","Taylor Swift","Fearless","1","1","242373","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6A2hvKTF2FShj0Yma7CP8N","Turn On The Radio","Reba McEntire","All The Women I Am","1","1","215386","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:23lvIoxPKidbMvQGbdgO53","Cryin' For Me (Wayman's Song)","Toby Keith, Marcus Miller, Arthur Thompson, Dave Koz","American Ride","1","7","285506","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3E9kjnz0hjlCAaNkpDAJLG","Way Out Here","Josh Thompson","Way Out Here","1","7","245960","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7A5CReD6yWe0rrkJym34QI","Do I","Luke Bryan","Doin' My Thing","1","3","239413","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3UgZU8rv4G9O6Y47dBRrWM","How I Got To Be This Way","Justin Moore","Justin Moore","1","1","178346","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:4iKllrl3J1GMiFocU57cN4","My Kinda Party","Jason Aldean","My Kinda Party","1","4","284973","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3HMMQkT3IMvMBbvxUNPpK3","Pray For You","Jaron And The Long Road To Love","Getting Dressed In The Dark","1","9","190240","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1YhFtqwcN138S6ng3MT1nN","Rain Is a Good Thing","Luke Bryan","Doin' My Thing","1","1","176160","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:5mrpWeULubsdBHpQVcXLqB","Keep On Lovin' You","Steel Magnolia","Steel Magnolia","1","2","182586","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:05Rdg52eBYVUy5A55rnz39","Only Prettier","Miranda Lambert","Revolution","1","2","189440","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7lziWneADP2p0aXKr5VsII","Hip To My Heart","The Band Perry","The Band Perry","1","2","179080","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3DrjZArsPsoqbLzUZZV1Id","Back To December","Taylor Swift","Speak Now","1","3","293026","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0HicNcPLKNp2YTnGRjj2te","Mama's Song","Carrie Underwood","Play On","1","3","240240","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2CAf7WlHg8SlMLHmt55pqs","Don't You Wanna Stay","Jason Aldean, Kelly Clarkson","My Kinda Party","1","7","256440","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0ZVfBwPs1X2qYt2TC0EniU","Trailerhood","Toby Keith","Bullets In The Gun (Deluxe Package)","1","3","173693","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2Q9E9H0LAdA4ioGwHVNmvm","Come Back Song","Darius Rucker","Come Back Song","1","1","234360","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1OQ0dRegnZE0TVA4mwxhsO","Giddy On Up","Laura Bell Bundy","Achin' And Shakin'","1","7","208066","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:07A3gDZJo7rKavXtgEXZY9","This Ain't No Love Song","Trace Adkins","Cowboy's Back In Town","1","4","200680","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:2zdltIgwTAWGXHHJGTPKqv","Hello World","Lady Antebellum","Need You Now","1","4","326106","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:09iiwe4yuo5pHoxuizBiPM","See You In The Spring - Duet with Jakob Dylan","Court Yard Hounds","Court Yard Hounds","1","4","291040","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7bkgRHkiyRO1vWzG1hTicD","Put You in a Song","Keith Urban","Get Closer (Deluxe Version)","1","1","220386","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:1cgSzTuw67ZOMqQ94ZuMQ2","Felt Good On My Lips","Tim McGraw","Number One Hits","2","12","246133","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:15fZHvjZXoAILTvmt4EXIk","Who Are You When I'm Not Looking","Blake Shelton","All About Tonight","1","2","187733","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7mrxvbw9psnpDcQ8WkkFBZ","Undo It","Carrie Underwood","Play On","1","5","177253","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:6jHKCWp15grCREpx7arDix","Up On the Ridge","Dierks Bentley","Up On The Ridge","1","1","214866","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:0DJev1kGOCzaY8Ae3oQwH0","Get Off On The Pain","Gary Allan","Get Off On The Pain","1","1","234306","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:7xqBGMYH1mPambmXtL1ek9","Groovy Little Summer Song","James Otto","Shake What God Gave Ya","1","2","217160","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3pkzJjJXfdDjhpXx639MIH","Somewhere With You","Kenny Chesney","Hemingway's Whiskey","1","10","243520","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3e4ZaMM2t6Pv25W05KfZTP","I Keep On Lovin' You","Reba McEntire","Keep On Loving You","1","3","193893","spotify:user:sjwheat","2014-02-06T22:45:29Z"
"spotify:track:3E9kjnz0hjlCAaNkpDAJLG","Way Out Here","Josh Thompson","Way Out Here","1","7","245960","spotify:user:sjwheat","2014-02-06T22:45:29Z"
