ï»¿ï»¿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
spotify:track:386RUes7n1uM1yfzgeUuwp,The Lazy Song,Bruno Mars,Doo-Wops & Hooligans,1,5,190213,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:5cdkFqAnx37V0ozO32nO6Q,This Is The Life,Amy Macdonald,Les plus grands tubes 2000,2,4,184093,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:1pZkCE0EyC7kBm1aROrmg9,You Give Me Something,James Morrison,Les plus grands tubes 2000,2,8,212293,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:6nHqns54LRqDNjeqKDF3v8,Glad You Came,The Wanted,Battleground,1,1,197935,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:0GNI8K3VATWBABQFAzBAYe,Stay,"Rihanna, Mikky Ekko",Unapologetic (Deluxe),1,9,240706,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:1z3ugFmUKoCzGsI6jdY4Ci,Like A Prayer,Madonna,Celebration (double disc version),1,9,342680,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:1oHClQEgDmmbcEx12Kc5nZ,4 Minutes (feat. Justin Timberlake & Timbaland) - feat. Justin Timberlake And Timbaland,"Madonna, Justin Timberlake, Timbaland",Celebration (double disc version),1,4,189693,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:09XmZPb82BaqgTh6IRNOR8,Glad You Came,The Wanted,Glad You Came,1,1,197935,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:6seAnyKNPIcLKcSxtyA72v,Breathing,Jason Derulo,NRJ Extravadance 2012,1,19,233000,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:56qykFnmErHuUzt7FwAlAc,Turn Around (feat. Ne-Yo) - feat. Ne-Yo,"Conor Maynard, Ne-Yo",Turn Around (feat. Ne-Yo),1,1,232385,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:5spfJMqDpBvM0YNgAQGqxD,If We Ever Meet Again (Featuring Katy Perry) - feat. ã‚±ã‚_ãƒ†ã‚£ãƒ»ãƒ_ãƒªãƒ_,Timbaland,Shock Value II (International Deluxe version),1,9,292706,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:5FTCKvxzqy72ceS4Ujux4N,What's My Name?,"Rihanna, Drake",Loud,1,2,263173,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:3BJe4B8zGnqEdQPMvfVjuS,Summertime Sadness,Lana Del Rey,Born To Die - The Paradise Edition,1,11,265427,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:65hRZOQkVjmBdusz1N7aOv,Save the World - Radio Mix,Swedish House Mafia,Save The World,1,1,213337,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:37sINbJZcFdHFAsVNsPq1i,Superheroes,The Script,No Sound Without Silence,1,2,245466,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:13X42np3KJr0o2LkK1MG76,My Love,"Justin Timberlake, T.I.",FutureSex/LoveSounds,1,4,276160,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:1HfPcQ3c2HyGeID3u1lmCa,She Wolf (Falling to Pieces) [feat. Sia],"David Guetta, Sia",Nothing But the Beat 2.0,1,3,222956,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Riptide,Vance Joy,Dream Your Life Away,1,4,204280,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:7ha7zYOryB0rpnMTa4S75U,Got 2 Luv U (feat. Alexis Jordan),"Sean Paul, Alexis Jordan",Got 2 Luv U (feat. Alexis Jordan),1,1,196640,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:7oVEtyuv9NBmnytsCIsY5I,BURN IT DOWN,Linkin Park,LIVING THINGS,1,3,230253,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:7jOvEsDIjHRH0LwCkwZSHS,Crazy in Love,Sofia Karlberg,Crazy in Love - Single,1,1,190250,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:7jqzZyJJLrpkRFYGpkqSK6,Breathe Me,Sia,Colour The Small One,1,3,272800,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:54ssLbJIu1evMyaERFYHjs,"Salted Wound - From The Fifty Shades Of Grey"" Soundtrack""",Sia,Fifty Shades Of Grey (Original Motion Picture Soundtrack),1,7,270826,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:700ZxeYb20T62xLzAeBGd4,Carry You Home,Zara Larsson,1,1,5,254528,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:1mwt9hzaH7idmC5UCoOUkz,Diamonds,Rihanna,Diamonds,1,1,225200,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:5aJhuze13LOoLthmiG8YIA,When The Beat Drops Out,Marlon Roudette,Electric Soul,1,3,204026,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:47yA85FBBxYYziGtH1WlP2,The Conversation,Texas,The Conversation,1,1,164768,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:382OgtC5jdr3RdsIjgjzOu,Junebug,Robert Francis,NRJ HIT MUSIC ONLY 2010,2,4,238106,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:011MkebF12m8LwY7JjQnQM,Cosmo,Soprano,Fun Dance 2015,1,1,182160,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:54US3Eszgjjyc143m5uNm6,Soundwave - Radio Edit,"R3HAB, Trevor Guthrie",Fun Dance 2015,1,9,181013,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:7BFvSudWTz5zKNNo4a70fS,Hold On,Sean Paul,Tomahawk Technique,1,7,248026,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:070boLgcQuACNi3NIdfcr9,Hold My Hand,Sean Paul,Relationships Riddim,1,1,198478,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:2phNY2bHpAbROCrpAZw2R2,Other Side Of Love,Sean Paul,Full Frequency,1,13,185973,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:60a0Rd6pjrkxjPbaKzXjfq,In The End,Linkin Park,Hybrid Theory (Bonus Track Version),1,8,219000,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:2nLtzopw4rPReszdYBJU6h,Numb,Linkin Park,Meteora,1,13,185586,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:1r1fPuhj9H4VdXr7OK6FL5,CASTLE OF GLASS,Linkin Park,LIVING THINGS,1,6,205400,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:18lR4BzEs7e3qzc0KVkTpU,What I've Done,Linkin Park,Minutes To Midnight (Explicit Version),1,6,205613,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:1QzFhzIOW7CyRJLpmq5CM0,Counting Stars,OneRepublic,Native,1,1,257386,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:2QAHN4C4M8D8E8eiQvQW6a,I Lived,OneRepublic,Native,1,6,234440,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:5iVokrKeCN1Bje8GlgxtQU,Stereo Love,"Edward Maya, Vika Jigulina",The Stereo Love Show,1,1,320637,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:5PFunL6D19NvmdLPxk3ddG,This Is My Life,"Edward Maya, Vika Jigulina",The Stereo Love Show,1,2,229513,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:2Ms33RTRCT6gArrpcrPxmo,Feel,Robbie Williams,Escapology,1,2,263866,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:0Gx1qO2ajpILRQ1QyowcAX,Aimer jusqu'Ã  l'impossible,"Tina Arena, Duck Blackwell, P. Guardiani",The Best & Le Meilleur,1,3,198933,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:5r55eZvOijyYZRPCdQbu85,Everytime,Britney Spears,Greatest Hits: My Prerogative,1,7,230320,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:3husjxyCMBvNeiTEcrpPSe,Unfaithful,Rihanna,A Girl Like Me,1,3,224629,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:3PHYPaguCDKLK1a9cp3uXZ,Because of You,Kelly Clarkson,Breakaway,1,4,218964,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:6fMRw3zfglfC1M8tleeWKn,I Will Always Love You,Whitney Houston,Double Best Of,1,5,263800,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:4Sh8slKNtRp8CTk1qX1s1m,Una Storia Importante - Shortened Version,Eros Ramazzotti,La saga des tubes de l'Ã©tÃ©,2,17,244053,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:7CKbqqrs0AS1si1ZgaQdcj,Angels,Robbie Williams,Angels,1,1,265333,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:3YKptz29AsOlm7WAVnztBh,Kiss From A Rose,Seal,Seal [1994],1,6,288426,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:5XzmZjXhMjDHr7ZfJ6DELQ,FourFiveSeconds,"Rihanna, Kanye West, Paul McCartney",FourFiveSeconds,1,1,188238,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:3JNqJPbbS1KhVzStLyxw1h,Get It Started,"Pitbull, Shakira",Get It Started,1,1,245746,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:50rGbTr2wrWnlIelPQxi87,One Last Time,Ariana Grande,My Everything (Deluxe),1,3,197266,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:5WLtenwEwifJHYTUw514RH,I'm Not The Only One,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),1,5,239316,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:4h758AiYnNiiIfkkxoAwsI,Like I Can,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),1,7,167065,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:3DQisSEr1TLp9H0BEeKiQS,Uncover,Zara Larsson,Uncover,1,3,213543,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:2s7b0tzMcYpgoFMSR041E4,Rule the World,Walk Off the Earth,Rule the World,1,1,205146,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:2zHrssY1dQFa34cb7qAM5k,England Skies,Shake Shake Go,England Skies,1,1,236634,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:06Hdbxh6NCy6TIhjdXTchB,Headlights (feat. Ilsey),"Robin Schulz, Ilsey",Headlights (feat. Ilsey),1,1,209208,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:5afHIkEcVhCF1Z1CTqMUXB,Ain't Nobody (Loves Me Better),"Felix Jaehn, Jasmine Thompson",Ain't Nobody (Loves Me Better),1,1,186146,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:0WqNbhOwWTIGI46F7CuayF,Smile,Youssoupha,NGRTD,1,14,221330,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:7CE2iLN8kTQTlLX4ry6SKT,Ghosttown,Madonna,Rebel Heart,1,3,249600,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:3Rw6shHCDFRWv3g2WmEFKv,Fire Meet Gasoline,Sia,1000 Forms Of Fear,1,10,241493,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:3NFuE3uDOr6QUw9UZ9HzKo,Sugar (feat. Francesco Yates),"Robin Schulz, Francesco Yates",Sugar (feat. Francesco Yates),1,1,219043,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:4Ld3RS6KBXGsvtfmnjxlVl,El PerdÃ_n,"Nicky Jam, Enrique Iglesias",El PerdÃ_n,1,1,207013,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:3UlVixQo9BxJEdb6DfRRFS,Another You (feat. Mr. Probz),"Armin van Buuren, Mr. Probz",Another You (feat. Mr Probz) [Radio Edit],1,1,192155,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:3pzjHKrQSvXGHQ98dx18HI,What Do You Mean?,Justin Bieber,Purpose (Deluxe),1,3,205680,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:6ksRossV4vKsXntCCZbhaM,Show Me Love,"Sam Feldt, Kimberly Anne",Show Me Love,1,1,181867,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:5lnsCyEKWofnC00U4Ax0ti,Bitch Better Have My Money,Rihanna,Bitch Better Have My Money,1,1,219305,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:7eufVVFzC5PvxfruHs4g32,Millionnaire,Soprano,Cosmopolitanie (En route vers l'Everest),2,2,182853,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:6kBp8w67thoYqTUOQVSGFg,Good For You,"Selena Gomez, A$AP Rocky",Good For You,1,1,221560,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:3PlokhuhpwCSbQWC9uzJ9k,Renegades,X Ambassadors,Renegades,1,1,194586,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:05cXQMJcrM9msUYu11mOrs,Alive,Sia,Alive,1,1,263893,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:1IapNR9MdAxGAi2RS8yhUk,Te Quiero - Radio Edit,Willy William,Te Quiero (Radio Edit),1,1,201211,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:69bp2EbF7Q2rqc5N3ylezZ,Sorry,Justin Bieber,Purpose (Deluxe),1,4,200786,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:0QQG0RovnsfKUdHJIsJ39f,Bang My Head (feat. Sia & Fetty Wap),"David Guetta, Fetty Wap, Sia",Bang My Head (feat. Sia & Fetty Wap),1,1,193333,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:2Fn3coxd0xAZ09JtrgcgHa,Middle,"DJ Snake, Bipolar Sunshine",Middle,1,1,220573,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:4oWmroatZtMmlgc3havMrv,Writing's On The Wall,Sam Smith,Writing's On The Wall,1,1,278987,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:6WYsKS5JmGzlDdPbD4gwhw,Stitches,Shawn Mendes,Handwritten,1,2,206880,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:5dyDkXi1bnQKSyIdO0JXp8,Hundred Miles,"Yall, Gabriela Richardson",Hundred Miles,1,1,172413,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:1dW8VHHYmPbITiGO3dnnLV,LÃ  c'est die,RIDSA,Tranquille,1,8,195271,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:6NPVjNh8Jhru9xOmyQigds,Happy,Pharrell Williams,Despicable Me 2 (Original Motion Picture Soundtrack),1,4,233305,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:5pDUMdIiW0rNLzFryqpC9j,Diamonds,Rihanna,Unapologetic,1,2,225146,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:5NsOnvpjvH9sCz8TyVOmOz,DÃ©solÃ©,Sexion D'Assaut,L'Ã©cole des points vitaux,1,16,204453,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:2DnBQKrh8aodN4dBSdXAUh,Like I Can,Sam Smith,In The Lonely Hour (Deluxe Edition),1,7,167065,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:4kAJawkLZj4Q7N5521ofP6,With Or Without You - Remastered 2007,U2,The Joshua Tree (Deluxe Edition Remastered),1,3,295520,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:3PKtemUKxiDBvBo7tpQ8bG,One,U2,Achtung Baby,1,3,276186,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:7gozgbG5EBTukCFWToTRA5,I Still Haven't Found What I'm Looking For - Remastered 2007,U2,The Joshua Tree (Deluxe Edition Remastered),1,2,277480,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:47dKd4opEgipcKYEQm4CX4,Song For Someone,U2,Songs Of Innocence (Deluxe),1,4,226763,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:3AaxGRLtnP6kTBM2Hg5oxQ,On s'endort (feat. Keen'V),"Willy William, Keen' V",On s'endort (feat. Keen'V),1,1,177826,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:2Aa1wE8ofs2tu59TOQrZKW,Cake By The Ocean,DNCE,SWAAY,1,1,218440,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:0uIGzK6ukV0A5yWoCxPkRL,California King Bed,Rihanna,Loud,1,6,251613,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:37qI0mchgzUSeUhPiwUWPY,Wherever You Will Go,The Calling,The Best Of...,1,1,209360,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:6YZdkObH88npeKrrkb8Ggf,DUELE EL CORAZON,"Enrique Iglesias, Wisin",DUELE EL CORAZON,1,1,200813,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:4ja3m5fYLcugwuXB6Jkh4Y,Never Be Like You,"Flume, kai",Never Be Like You,1,1,234909,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:6s3GEN8wK0OMzzzZbXj0fu,Hymn For The Weekend - Seeb Remix,"Coldplay, Seeb",Hymn For The Weekend (Seeb Remix),1,1,212647,spotify:user:androike90,2016-09-12T14:55:14Z
spotify:track:2EiGECydkS2M8OCcRHQZhT,Take Me To Church,Hozier,Hozier (Special Edition),1,1,241688,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:2iuZJX9X9P0GKaE93xcPjk,Sugar,Maroon 5,V,1,5,235492,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:4hy4fb5D1KL50b3sng9cjw,Smells Like Teen Spirit,Nirvana,Nirvana (International Version),1,5,300826,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:7soJgKhQTO8hLP2JPRkL5O,One Call Away,Charlie Puth,Nine Track Mind,1,1,194453,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:4CbKVDZkYKdv69I4bCaKUq,Hero,Skillet,Awake,1,1,186813,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:4igNrrOP2NqmtzCHwxVTxm,Behind Blue Eyes,Limp Bizkit,Greatest Hitz,1,13,269386,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:56sk7jBpZV0CD31G9hEU3b,Animal I Have Become,Three Days Grace,One-X,1,3,231400,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:7wjbSn8QHsxqKXU5M0jXGM,Eyes Open,Taylor Swift,The Hunger Games: Songs From District 12 And Beyond,1,14,244586,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:0z9UVN8VBHJ9HdfYsOuuNf,Safe & Sound - from The Hunger Games Soundtrack,"Taylor Swift, The Civil Wars",The Hunger Games: Songs From District 12 And Beyond,1,4,240066,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:6rUp7v3l8yC4TKxAAR5Bmx,I Hate Everything About You,Three Days Grace,Three Days Grace (Deluxe Version),1,3,231480,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:2qJkesdHu9sMMVFgkRkqhQ,Angel,Theory of a Deadman,Savages,1,6,202213,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:0QEmGCfiMQjyDRnRogtMnM,Lost Boy,Ruth B.,The Intro,1,2,276853,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:1W0YS64vF9qgMVLuN76aqg,Rise,Skillet,Rise (Deluxe),1,1,260786,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:4EYpOdL69yWuIRc49AyeZa,Sick Of It,Skillet,Rise (Deluxe),1,2,190360,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:0nkzd3yNniB767zSDDdLZ3,Awake and Alive,Skillet,Awake,1,4,209493,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:1YrJCGCuGZQFBwTb6gwIEM,Blurry,Puddle Of Mudd,Come Clean (Repackaged International Version),1,5,303920,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:7kwiwQhWRBSP1PJv4ZFJUK,Chop Suey!,System Of A Down,Toxicity,1,6,210240,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:55SUneDPq3ZOrJi8sVG78G,Click Click Boom,Saliva,Moving Forward In Reverse: Greatest Hits,1,3,252933,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:6264zKFgXM13JuRBX4MMyD,Mudshovel - Explicit Album Version,Staind,Dysfunction (Internet Release),1,5,282093,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:7kwiwQhWRBSP1PJv4ZFJUK,Chop Suey!,System Of A Down,Toxicity,1,6,210240,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:4kYlMWhSOvrg4U6c0RqgEP,We Went,Randy Houser,We Went,1,1,181986,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:1AEYT6VxrxXPMoQUxsY0E4,Headstrong,Trapt,Trapt (PA Version),1,1,285569,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:12fPYntS7MBJKdZkF4Juzm,Get the Party Started,P!nk,Greatest Hits...So Far!!!,1,1,192226,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:0Ek3yJlf8jvGTY7OlWIXqZ,Californication,Red Hot Chili Peppers Tribute Band,Red Hot Chili Peppers:a Guitar Tribute To,1,10,376320,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:7LLouD7gdDYmmar1bfaF8V,Bleeding Love,Leona Lewis,Bleeding Love,1,1,262293,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:2xMOrEkDo7JCkCkNRS1l6s,Last Dollar (Fly Away),Tim McGraw,Number One Hits,2,7,237120,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:2N5zMZX7YeL1tico8oQxa9,Crazy,Gnarls Barkley,St. Elsewhere,1,2,182066,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:1NarGDteHRuDA9OfGyQ2MG,Hey There Delilah,Plain White T's,Hey There Delilah,1,1,226493,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:305WCRhhS10XUcH6AEwZk6,Are You Gonna Be My Girl,Jet,Get Born,1,2,213800,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:1swaR8iEKe5qyCoyCWjyvP,It's Not Me It's You,Skillet,Awake,1,6,204786,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:6a2ujJk7hf74TDkkE5lgHp,Don't Wake Me,Skillet,Awake (Deluxe),1,3,235453,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:48ncRBVLgiu8MY7O70VVw5,Ladies And Gentlemen,Saliva,Blood Stained Love Story,1,1,217240,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:0rpIH5otu7ykvZPdcQuRPh,Chasing Cars,Snow Patrol,Chasing Cars (International Maxi),1,1,266346,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:6ltq29OgidB834EwoAvIBN,SOS,Rihanna,A Girl Like Me (UK),1,1,238750,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:4iNkk2qPPXC1MAZdVUq810,Crank That (Soulja Boy),Soulja Boy,Crank That (Soulja Boy),1,1,222653,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:3Rkk851fZjIsglV2jbBPDd,Humble And Kind,Tim McGraw,Humble And Kind,1,1,257360,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:5S5rw0WLVCAux5B5bWCehK,I Like The Sound Of That,Rascal Flatts,Rewind,1,8,209280,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:5pRElcsPZrgZXkoON2o5Go,Comatose,Skillet,Comatose,1,5,230426,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:4E0lSJ6c5unoku9UIZoJSl,Dust in the Wind,Kansas,The Best Of Kansas,1,4,205600,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:2kQuhkFX7uSVepCD3h29g5,Smack That - Dirty,"Akon, Eminem",Konvicted,1,3,212360,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:0JcKdUGNR7zI4jJDLyYXbi,Stuck Like Glue,Sugarland,The Incredible Machine,1,3,247586,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:59eq80wpFVDUhJfz2FvWfY,I Wanna Talk About Me,Toby Keith,Greatest Hits 2,1,5,183360,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:4YjjNHtEsTX6Af4mCTupT5,Bless The Broken Road,Rascal Flatts,Feels Like Today,1,2,226680,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:4Pn0JlCUusD2QHjADuOzuV,Humble And Kind,Tim McGraw,Damn Country Music,1,11,259266,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:6Ww4YuQh4pPcfCrbRjox3S,Don't Take The Girl,Tim McGraw,35 Biggest Hits,1,2,249360,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:5uaTGZyDMK1iZ9eW1qeBEX,Live Like You Were Dying,Tim McGraw,Number One Hits,1,1,300333,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:2StviAZKlAdKD6EfVtI4s6,Last Dollar (Fly Away),Tim McGraw,35 Biggest Hits,2,11,237120,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:27dyA1PxdL9GTQe8bX0ueB,My Little Girl - from the motion picture My Friend Flicka,Tim McGraw,35 Biggest Hits,2,10,223533,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:6Bb5aUjzUT5ozbbr0VpnZ8,Highway Don't Care,"Tim McGraw, Taylor Swift, Keith Urban",Two Lanes Of Freedom (Accelerated Deluxe),1,13,278453,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:0C5o7QeUJmPc98XK8lhSCr,Last Dollar (Fly Away),Tim McGraw,Let It Go,1,1,270093,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:63LAR8TGAGvpfLLM8Z1weo,Applause,Lady Gaga,Applause,1,1,212493,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:04OmdxSSYO6xzubqpBiboY,Carry You Home,Zara Larsson,Carry You Home,1,1,253912,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:6Bo7elbKiRfaHBMJGEBHqF,Since U Been Gone,Kelly Clarkson,Breakaway,1,2,188685,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:5rYvoJOJ0y8AYodTdf3Wxi,Bad Day,Daniel Powter,Bad Day,1,1,233640,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:5pbajJXEPdcoXQPXoAVR1t,You're Beautiful,James Blunt,Back To Bedlam,1,2,209493,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:4E6cwWJWZw2zWf7VFbH7wf,Love Song,Sara Bareilles,Little Voice,1,1,258826,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:3ERa3mEeOnrh2Mc47qM6T1,Halo,BeyoncÃ©,I AM...SASHA FIERCE,1,2,261640,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:40VAYnnGBDLQVXD8D1ager,SexyBack,"Justin Timberlake, Timbaland",FutureSex/LoveSounds,1,2,242733,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:5oH5lv8dRUijckd6FO9HHh,Wanna Be Your Baby - Alt Version,Zara Larsson,Uncover,1,1,184111,spotify:user:androike90,2016-09-12T14:55:28Z
spotify:track:04OmdxSSYO6xzubqpBiboY,Carry You Home,Zara Larsson,Carry You Home,1,1,253912,spotify:user:androike90,2016-09-12T14:55:28Z
